CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,ENTRE CALLE ,Y CALLE,LOCALIDAD INEGI, NOMBRE LOCALIDAD,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,DIRECTOR,CODIGO POSTAL,TELEFONO,CORREO,ZONA ESCOLAR,SECTOR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,LATITUD,LONGITUD
14DJN0207A,MATUTINO,QUETZAL,LIBERTAD 253,JALISCO,PLAN DE GUADALUPE,1,EL SALTO,0,70,EL SALTO,MARIA EUGENIA NU†O AGUILAR,45680,37324102,genynu@hotmail.com,201,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.51616,-103.1838468
14DJN0208Z,MATUTINO,CARLOS GONZALEZ PE†A,BELISARIO DOMINGUEZ 201,HERNANDO DE MARTELL,PRIV HERNANDO DE MARTELL,1,LAGOS DE MORENO,LAGOS DE MORENO (ZONA CENTRO),53,LAGOS DE MORENO,MARIA EUGENIA ALCALA ZERME†O,47400,1020799,euge_orendain@hotmail.com,12,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3589389,-101.9274643
14DJN0209Z,MATUTINO,JUSTO SIERRA,AGUSTIN RIVERA 17,0,0,110,SANTA TERESA,0,109,UNION DE SAN ANTONIO,GRICELDA LOPEZ REYNAGA,47570,0,faby_2412bob@hotmail.com,142,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2126107,-101.9212498
14DJN0210O,MATUTINO,EXIQUIO RICO,MATAMOROS 28,ALLENDE,CAMPO DEPORTIVO,1,ACATLAN DE JUAREZ,EL PLAN,2,ACATLAN DE JUAREZ,MA CONCEPCION NU†O NAVARRO,45725,0,exiquio0210o@hotmail.com,8,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4090381,-103.609723
14DJN0211N,MATUTINO,JOSE DE JESUS HERNANDEZ GUTIERREZ,ALLENDE 52,ELIZONDO,GUERRERO,1,SAN JULIAN,0,74,SAN JULIAN,MA. ESTHER ARTEAGA ALEMAN,47170,7182146,agosto.28@hotmail.com,139,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0101471,-102.1814069
14DJN0212M,VESPERTINO,GABRIELA MISTRAL,LIMA 3,NARANJO,MANDARINA,1,ATOTONILCO EL ALTO,DE SANTA ROSA,13,ATOTONILCO EL ALTO,MA. GUADALUPE PONCE GRIMALDO,47750,0,14djn0212m@escuelas.sej.gob.mx,37,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5581112,-102.5054599
14DJN0213L,MATUTINO,EMILIANO ZAPATA,PEDRO MORENO,EMILIANO ZAPATA,0,21,LOS AZULITOS,0,53,LAGOS DE MORENO,MARIA FLORINDA CALDERA ZAPATA,47500,0,paty.emmc@gmail.com,138,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.8473613,-101.9678889
14DJN0214K,MATUTINO,VICENTE GUERRERO,24 DE JUNIO 525,6 DE AGOSTO,17 DE ENERO,1,LAGOS DE MORENO,DE MOYA,53,LAGOS DE MORENO,RAMONA AIDE RIVERA GUITRON,47430,0,oris_star73@hotmail.com,137,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3656989,-101.919616
14DJN0215J,MATUTINO,SOR JUANA INES DE LA CRUZ,LAZARO CARDENAS 40,RAYON,EMILIANO ZAPATA,31,SAN LUCAS EVANGELISTA,0,97,TLAJOMULCO DE ZU†IGA,SOILA RUIZ CRUZ,45663,14948901,dd3_0215j@hotmail.com,159,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4076371,-103.3590221
14DJN0216I,MATUTINO,ROSAURA ZAPATA,AVENIDA DEL CAMPESINO 130,0,0,27,PORTEZUELO,0,18,LA BARCA,ALEJANDRINA ROJAS GONZALEZ,47920,0,martarosa@live.com.mx,143,6,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4164723,-102.5198405
14DJN0218G,MATUTINO,ANDRES TERAN,FRANCISCO VILLA 100,CARRETERA A SAN NICOLAS,MADERO,22,LA SAUCEDA,0,24,COCULA,YOLBA BRAVO PADILLA,48520,0,14djn0218g@escuelas.sej.gob.mx,89,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4509444,-103.8036111
14DJN0219F,MATUTINO,SOR JUANA INES DE LA CRUZ,AGUSTIN YA†EZ 34,JAVIER MINA,FRANCISCO I MADERO,3,LO ARADO,0,21,CASIMIRO CASTILLO,ANA CRISTINA URIBE MICHEL,48940,3830869,piedad_bm@live.com.mx,62,14,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6264212,-104.5363061
14DJN0220V,MATUTINO,IGNACIO ZARAGOZA,LAUREL 224,OLMO,ABEDUL,1,AUTLAN DE NAVARRO,0,15,AUTLAN DE NAVARRO,IRMA LORENA FLORES PELAYO,48900,3811679,14djn0220v@escuelas.sej.gob.mx,23,14,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.7559456,-104.3672713
14DJN0222T,MATUTINO,GABRIELA MISTRAL,TOMAS ESCOBEDO 399,AGUSTIN RIVERA,GERARDO MURILLO,1,CIUDAD GUZMAN,0,23,ZAPOTLAN EL GRANDE,MARIA DEL CARMEN JUAREZ PRECIADO,49090,4131494,carmenjuarez41@hotmail.com,10,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6918376,-103.4573654
14DJN0223S,MATUTINO,JUSTO SIERRA,MIGUEL ALEMAN 352,CALLEJON DE LAS FLORES,HUERTA,1,ATOTONILCO EL ALTO,LOS NARANJOS,13,ATOTONILCO EL ALTO,OLGA RUTH RANGEL CHAVARRIA,47750,9170338,justosierrato@hotmail.com,37,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5429241,-102.5105531
14DJN0224R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,INOCENCIO AYALA 7,HIDALGO,NI†OS HEROES,1,ATOTONILCO EL ALTO,JOSEFINO,13,ATOTONILCO EL ALTO,RAMONA CARDENAS LAMBAREN,47750,9171036,sara_jos15@hotmail.com,37,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5404,-102.507986
14DJN0225Q,MATUTINO,IGNACIO ZARAGOZA,NI†OS HEROES 99,RAYON,JAVIER MINA,1,AMATITAN,0,5,AMATITAN,CATALINA RODRIGUEZ NU†EZ,45380,0,caty.rz@hotmail.com,91,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8345884,-103.7267569
14DJN0226P,MATUTINO,EUFEMIO FIGUEROA BEAZ,GUERRERO 50,REVOLUCION MEXICANA,ALDAMA,1,MIXTLAN,0,62,MIXTLAN,ANA BETSIE SANCHEZ CURIEL,46850,0,marofigueroa@hotmail.com,21,17,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4387419,-104.4116958
14DJN0227O,MATUTINO,JOSE ROSAS MORENO,AVENIDA 16 DE SEPTIEMBRE,OBREGON,CORREGIDORA,1,HOSTOTIPAQUILLO,0,40,HOSTOTIPAQUILLO,PALOMA GUTIERREZ GAVILANES,46440,0,paloma_gtz4@hotmail.com,107,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.063268,-104.0522137
14DJN0228N,MATUTINO,JUAN DE LA BARRERA,VICENTE GUERRERO 350,0,0,1,ACATIC,0,1,ACATIC,BLANCA ESTELA RIOS RODRIGUEZ,45470,7151969,r.e.r.r@hotmail.com,147,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7876869,-102.9077718
14DJN0229M,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,BENITO JUAREZ 64,0,0,59,LAZARO CARDENAS (SAN DIEGO),0,69,QUITUPAN,ERICA GEORGINA TRUJILLO SANCHEZ,49570,5751092,ericagtz@hotmail.com,120,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.887111,-102.8313054
14DJN0230B,MATUTINO,ROSAURA ZAPATA,ALLENDE 133,ENCARNACION ROSAS,AV 20 DE NOVIEMBRE,1,OCOTLAN,MARCOS CASTELLANOS,63,OCOTLAN,MARIA CRISTINA MARTINEZ GODINEZ,47870,9253634,14djn0230b@escuelas.sej.gob.mx,164,6,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3436041,-102.7762583
14DJN0231A,MATUTINO,BENITO JUAREZ,JARDIN DE NI†OS 7,LAZARO CARDENAS,ZARAGOZA,1,QUITUPAN,0,69,QUITUPAN,ANGELICA CHAVEZ AVALOS,49570,5750014,benito-zona-120f@hotmail.com,120,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9267272,-102.8714927
14DJN0232Z,MATUTINO,FRANCISCO VILLA,ADOLFO LOPEZ MATEOS 8,EMILIANO ZAPATA,LAZARO CARDENAS,23,CAMPO ACOSTA,0,100,TOMATLAN,MARIA ESPERANZA RADILLO MORENO,48480,0,galige111@hotmail.com,149,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.7715831,-105.2480832
14DJN0233Z,MATUTINO,MEXICO,SALVADOR DIAZ MIRON 9,PIPILA,GUADALUPE VICTORIA,114,TEQUESQUITLAN,0,27,CUAUTITLAN DE GARCIA BARRAGAN,MA. DEL CARMEN RODRIGUEZ CHAVEZ,48965,0,enamoradadeti10@hotmail.com,111,14,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.3874167,-104.5225834
14DJN0234Y,MATUTINO,VICENTE GUERRERO,VICENTE GUERRERO 1,LAZARO CARDENAS,0,31,SAN PEDRO ITZICAN,0,66,PONCITLAN,MARIA GUADALUPE NU†EZ MALDONADO,45978,0,mlupitanm@hotmail.com,102,6,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3201261,-102.9554189
14DJN0235X,MATUTINO,NI†OS HEROES,RICARDO FLORES MAGON 1,0,0,18,TECOMATES (PIEDRA PESADA),0,21,CASIMIRO CASTILLO,ODILA RODRIGUEZ LOPEZ,48946,3865089,lila_rguez25@hotmail.com,62,14,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.5495137,-104.4784847
14DJN0236W,MATUTINO,AMADO NERVO,ZARAGOZA 327,JUAN GIL PRECIADO,FRANCISCO SARABIA,1,JAMAY,0,47,JAMAY,MA DEL CARMEN RAMIREZ TORRES,47900,9243533,carmenlorena05@hotmail.com,88,6,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2916162,-102.7203495
14DJN0237V,MATUTINO,JOSE VASCONCELOS,BENITO JUAREZ 1,RIO,0,121,AMAJAQUILLO,0,38,GUACHINANGO,NORMA RUTH VALENZUELA ARMENTA,46800,0,itzayanna_ruth@hotmail.com,21,17,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9300556,-104.6013333
14DJN0238U,MATUTINO,ROSAURA ZAPATA,RAMON CORONA 385,ROSAURA ZAPATA,0,291,SAN JOSE DE GRACIA,0,93,TEPATITLAN DE MORELOS,MARIA MAGDALENA SANCHEZ DE LA TORRE,47728,0,chellysanchez@hotmail.com,155,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6689187,-102.5704749
14DJN0239T,MATUTINO,JOSE MA MORELOS Y PAVON,MARIA LUISA DE LA PEYA 25,APOLONIO GALVAN,LEON ACEVES FERNANDEZ,1,ATOTONILCO EL ALTO,EL MIRADOR,13,ATOTONILCO EL ALTO,MA. ELSA RUBIO VELAZQUEZ,47750,9175941,14djn0239t@escuelas.sej.gob.mx,37,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5506909,-102.515684
14DJN0240I,MATUTINO,EMILIANO ZAPATA,FRANCISCO I MADERO 12,JUAREZ,0,176,SANTA FE,0,124,ZAPOTLANEJO,ROSA ANGELICA SANCHEZ MEZA,45460,0,jdnemiliano_zapata@hotmail.com,200,5,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5263248,-103.0836067
14DJN0241H,MATUTINO,RODOLFO FLORES,AVENIDA MEXICO,HERMITA,SN. IGNACIO,1,AYOTLAN,RODOLFO FLORES,16,AYOTLAN,MARIA EUGENIA VILLAFAN IMPERIAL,47930,9180276,14djn0241h@escuelas.sej.gob.mx,38,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5294922,-102.3429998
14DJN0242G,MATUTINO,LAZARO CARDENAS DEL RIO,INDEPENDENCIA 1,0,0,50,LA NORIA,0,16,AYOTLAN,LUZ CARMELA PERALTA PARTIDA,47940,0,luz_c.peralta@hotmail.com,145,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.374111,-102.3250556
14DJN0243F,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,0,0,79,SAN JERONIMO,0,16,AYOTLAN,NANCY DENISE VARELA ARREOLA,47940,0,tatis_3@hotmail.com,145,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3960833,-102.3394999
14DJN0244E,MATUTINO,SOR JUANA INES DE LA CRUZ,NI†OS HEROES,0,0,20,LA CONCEPCION,0,16,AYOTLAN,FRANCISCO PRECIADO RAMIREZ,47940,0,lambaren_car29@live.com.mx,145,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.35125,-102.3321943
14DJN0245D,MATUTINO,RUBEN DARIO,LOPEZ COTILLA,MEXICO,0,106,SAN ANTONIO DE LOS VAZQUEZ,0,45,IXTLAHUACAN DEL RIO,MA. DEL SOCORRO HERNANDEZ SANDOVAL,45290,0,conny_hedz@hotmail.com,44,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8129722,-103.1452499
14DJN0246C,MATUTINO,VALENTIN GOMEZ FARIAS,REVOLUCION 311,MARIANO AZUELA,MANUEL ALTAMIRANO,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,MA CLEMENTINA JIMENEZ JIMENEZ,47650,7812612,clemen-jimenez@hotmail.com,82,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8095527,-102.7665307
14DJN0247B,MATUTINO,SOR JUANA INES DE LA CRUZ,PRIVADA SOR JUANA INES DE LA CRUZ,ANTONIO ROJAS,AVILA CAMACHO,223,PEGUEROS,0,93,TEPATITLAN DE MORELOS,LUZ MARIA CARRANZA GONZALEZ,47715,0,villalvazoj@hotmail.com,163,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.957676,-102.667871
14DJN0248A,MATUTINO,CRISTOBAL COLON,PRESBITERO CARLOS ESQUEDA LARA 1,CORDOVA,CARR. UNION LAGOS,1,UNION DE SAN ANTONIO,0,109,UNION DE SAN ANTONIO,LAURA ELVA MACIAS RODRIGUEZ,47570,7250874,lauraelvamac@live.com.mx,142,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.1305063,-102.0038148
14DJN0249Z,MATUTINO,SOR JUANA INES DE LA CRUZ,PROLONGACION CORREGIDORA,0,0,16,BELEN DEL REFUGIO,0,91,TEOCALTICHE,MA. LETICIA PEREZ NU†EZ,47220,0,profaleticiapn@hotmail.com,61,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.530861,-102.4401111
14DJN0250P,MATUTINO,MARIA MONTESSORI,PORFIRIO DIAZ 435,MAXIMINO POZOS,ANTONIO ROJAS,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,LILIA TONALXIN MAGALLANES PEREZ,47600,7814589,azucena03@live.com.mx,17,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8230366,-102.7596986
14DJN0251O,MATUTINO,PATRIA,SOYATLAN,SAUCE,CAPULIN,4,ATACCO,0,86,TAPALPA,ANGELICA MARIA AGUILAR,49340,0,angelicamaria4@hotmail.com,18,12,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9263054,-103.7414167
14DJN0252N,MATUTINO,GABRIELA MISTRAL,FRANCISCO SARABIA 60,0,0,33,SAN JOSE CASAS CAIDAS,0,18,LA BARCA,MA ISABEL CRISTINA GONZALEZ PE†A,47925,9320700,isabelmarzo31@hotmail.com,143,6,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4211945,-102.4384445
14DJN0253M,MATUTINO,NICOLAS BRAVO,PRIVADA HUERTAS 2,AGUSTIN MELGAR,HUERTAS,1,ENCARNACION DE DIAZ,SAN PABLO,35,ENCARNACION DE DIAZ,MA. DE LOURDES ROMO PEDROZA,47270,9534718,zona033preescolar@hotmail.com,33,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.5250361,-102.2341199
14DJN0254L,MATUTINO,LEONA VICARIO,GARDENIAS,VIOLETAS,0,1,SAN DIEGO DE ALEJANDRIA,SAN JOSE,72,SAN DIEGO DE ALEJANDRIA,MA.CRISTINA LERMA MAYORQUIN,47590,0,cris123444@hotmail.com,142,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9961284,-102.001048
14DJN0255K,MATUTINO,ROSAURA ZAPATA,MATANZAS 1,0,0,33,MATANZAS,0,64,OJUELOS DE JALISCO,AMERICA ETZIAMA MERCADO MONTOYA,47565,0,fa.castellanos@outlook.com,48,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.6360758,-101.6566054
14DJN0256J,MATUTINO,ROSAURA ZAPATA,ITURBIDE 72,SALADOR PADILLA,ESPA†A,182,SAN JOSE DE LOS REYNOSO,0,78,SAN MIGUEL EL ALTO,LORENA GUERRERO RODRIGUEZ,47150,0,jdn_rosaurazapata@hotmail.com,139,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0703613,-102.2815277
14DJN0257I,MATUTINO,JOSE MARIA MERCADO,JOSE MARIA MERCADO 2 B,LIBRADO TOVAR,24 DE FEBRERO,1,GUACHINANGO,0,38,GUACHINANGO,MARIA DE LOURDES LOPEZ DUARTE,46800,881196,lululopezd@hotmail.com,21,17,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.580385,-104.3791999
14DJN0258H,MATUTINO,CUAUHTEMOC,LAZARO CARDENAS 2,MIGUEL HERNANDEZ TORRES,CAMINO REAL,144,SANTA TERESA,0,94,TEQUILA,ANA CRISTINA AGUAS LOZA,46400,0,margaret_3122@live.com.mx,19,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9156945,-103.8905
14DJN0259G,MATUTINO,REVOLUCION MEXICANA,FLORIDA 29,MORELOS,MIRAFLORES,6,SANTA CRUZ DEL ASTILLERO,0,9,EL ARENAL,MARIA TERESA CARO DIAZ,45360,7443812,14djn0259g@escuelas.sej.gob.mx,91,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7436112,-103.6415278
14DJN0260W,MATUTINO,MA GUADALUPE DIAZ,CUAUHTEMOC 93,AVENIDA DE LA JUVENTUD,FELIPE ANGELES,1,COLOTLAN,0,25,COLOTLAN,MARIA TERESA DE JESUS CASTA†EDA HARO,46200,9921695,14djn0260w@escuelas.sej.gob.mx,14,20,24,FEDERALIZADO,PREESCOLAR,GENERAL,22.1143924,-103.2601245
14DJN0261V,MATUTINO,PETRITA GODINEZ AGUAYO,ORQUIDEA 1,GARDENIA,GRANDUQUE,1,AHUALULCO DE MERCADO,LA FLORESTA,3,AHUALULCO DE MERCADO,LEONOR GUERRERO AVILA,46730,7522495,noy_guerrero@hotmail.com,75,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7016724,-103.9768071
14DJN0398H,VESPERTINO,EMILIANO ZAPATA,JACINTO PE†A 81,LUGARDO SANABRIA,SOLIDARIDAD,1,ZAPOPAN,VILLA DE GUADALUPE,120,ZAPOPAN,LAURA JOSEFINA BRISE†O CRUZ,45189,36250444,jdnemilianovilla@live.com,125,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.751707,-103.345105
14DJN0399G,MATUTINO,LIBERTAD,REFORMA 12,0,0,41,PLATANAR,0,108,TUXPAN,MA  DOLORES CHAVEZ MARTINEZ,49830,0,lolitachavez@live.com.mx,118,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.4789443,-103.4619444
14DJN0400F,MATUTINO,HERMELINDA PEREZ CURIEL,DAMIAN CARMONA 56,GENERAL ARTEAGA,GOMEZ FARIAS,1,MASCOTA,0,58,MASCOTA,MARIA DEL CONSUELO SANTANA GARCIA,46900,3861176,chelyn_sant@hotmail.com,24,17,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5255285,-104.7803777
14DJN0401E,MATUTINO,FRANCISCO MARQUEZ,HUERTAS 98,PRIVADA REFORMA,MALECON DEL RIO,1,TONALA,ALTAMIRA,101,TONALA,INES GUADALUPE SANCHEZ SANCHEZ,45400,36024884,lu-pis-17@hotmail.com,130,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6529052,-103.267561
14DJN0402D,MATUTINO,MEXICO,16 DE SEPTIEMBRE 198,LAZARO CARDENAS,LUIS VERDIA,17,VERDIA,0,119,ZACOALCO DE TORRES,JUDITH     ELIZABETH ORTIZ LUEVANO,45780,0,jeolnf@hotmail.com,29,12,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.1579721,-103.5078055
14DJN0403C,MATUTINO,JAIME TORRES BODET,CAMINO A SAN JUAN,5 DE MAYO,BRIZUELA,1,TALA,0,83,TALA,BERTHA BARAJAS DAVILA,45300,7381037,paty.2368@hotmail.com,156,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.647536,-103.708224
14DJN0404B,MATUTINO,CUAUHTEMOC,HIDALGO,FRANCISCO I MADERO,PEDRO MORENO,5,CUXPALA,0,83,TALA,MARIA ESTHER ALDAZ TORRES,45341,0,chivis_ameca23@hotmail.com,156,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5595833,-103.6414445
14DJN0405A,MATUTINO,CONCEPCION BECERRA DE CELIS,ANDADOR PASEO DE LA ARBOLEDA,SANTA MARGARITA,CAMINO A TESISTAN,1,ZAPOPAN,UNIDAD ARBOLEDA,120,ZAPOPAN,MARTHA RUTH CALDERON MAYORGA,45140,38324051,14djn0405a@escuelas.sej.gob.mx,191,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.732162,-103.405512
14DJN0406Z,MATUTINO,MANUEL M PONCE,MANUEL M PONCE 13,LIBERTAD,0,2,BUENAVISTA,0,77,SAN MARTIN HIDALGO,IRMA SERRANO IVAL,46775,7333606,14djn0406z@escuelas.sej.gob.mx,89,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5661945,-103.8553889
14DJN0407Z,MATUTINO,AGUSTIN MELGAR,HIDALGO 80,AVENIDA SAN JOSE,0,42,SAN JOSE DE AVILA,0,110,UNION DE TULA,GLADYS MARGARITA RAMOS CUEVAS,48000,0,meipe_udt_sandra@hotmail.com,32,15,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.0654444,-104.2214443
14DJN0408Y,MATUTINO,EL RIO CANTA,AMADO NERVO 141,GUILLERMO PRIETO,RIVERA DEL RIO,1,PUERTO VALLARTA,BENITO JUAREZ,67,PUERTO VALLARTA,OLVIA CASTA†EDA HERRERA,48389,0,ch-olvia@hotmail.com,49,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6020509,-105.226678
14DJN0409X,MATUTINO,JUAN ESCUTIA,PEDRO MORENO 240,0,0,28,IXTAPA,0,67,PUERTO VALLARTA,BRIGIDA RAMOS RIOS,48280,2813514,brigidaramos_rios@hotmail.com,168,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7139097,-105.2117552
14DJN0410M,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,VALLARTA,NI†OS HEROES,RIO HUEJUQUILLA,1,HUEJUQUILLA EL ALTO,0,42,HUEJUQUILLA EL ALTO,MARTHA ELENA KU RAMOS,46000,9833544,14djn0410m@escuelas.sej.gob.mx,51,20,24,FEDERALIZADO,PREESCOLAR,GENERAL,22.6265105,-103.8940804
14DJN0411L,MATUTINO,LEONA VICARIO,TRINIDAD MARTINEZ YA†EZ,0,0,101,SAN FELIPE DE HIJAR,0,80,SAN SEBASTIAN DEL OESTE,CRUZ MARIA ALTAMIRANO GOMEZ,46970,2973109,14djn0411l@escuelas.sej.gob.mx,57,17,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9041666,-104.7224166
14DJN0412K,MATUTINO,RAMON LOPEZ VELARDE,RAMON LOPEZ VELARDE 1,LUIS MOYA,INDEPENDENCIA,11,CASTRO URDIALES (PACANA),0,83,TALA,ANA CRISTINA FREGOSO GRAJEDA,45325,7339541,asteriscopreescolar@hotmail.com,156,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6015,-103.8198611
14DJN0413J,MATUTINO,IGNACIO M ALTAMIRANO,FRESAS 239,PISTACHES,CAPULINES,1,ZAPOPAN,UNIDAD TUZANIA,120,ZAPOPAN,ILLIANA ARRIOLA NU†EZ,45130,36334941,14djn0413j@escuelas.sej.gob.mx,52,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7318703,-103.4146277
14DJN0414I,MATUTINO,ROSAURA ZAPATA,DOCTOR PEDRO DE ALBA 12,JESUS ESPARZA,MARIA IZQUIERDO,1,SAN JUAN DE LOS LAGOS,MI NUEVO SAN JUAN,73,SAN JUAN DE LOS LAGOS,OFELIA GONZALEZ MONTOYA,47040,7853678,pellagonzalez@hotmail.com,84,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2538961,-102.3264733
14DJN0415H,MATUTINO,CUITLAHUAC,MORELOS 56,ALLENDE,LAZARO CARDENAS,16,SAN ISIDRO MAZATEPEC,0,83,TALA,ELIZABTEH LOPEZ SILVA,45340,0,mdaynira9907@hotmail.com,156,19,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.520134,-103.6119481
14DJN0416G,MATUTINO,SOR JUANA INES DE LA CRUZ,6 DE ENERO 90,AVENIDA GUADALAJARA,PROLONGACION ATOTONILCO,1,ZAPOPAN,NUEVO MEXICO,120,ZAPOPAN,ROSA ELENA MEDINA GRAJEDA,45138,36338943,titi.pq@hotmail.com,124,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.75878,-103.434295
14DJN0417F,MATUTINO,JUSTO SIERRA MENDEZ,FRANCISCO I MADERO 7,JOSE MA. MORELOS,0,6,LOS CEDROS,0,44,IXTLAHUACAN DE LOS MEMBRILLOS,PATRICIA HINOJOSA SAUCEDO,45850,0,xohitldiazcarrasco@hotmail.com,203,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.387861,-103.2316387
14DJN0418E,MATUTINO,MIGUEL HIDALGO Y COSTILLA,LOPEZ MATEOS 1,0,0,29,EL JAZMIN,0,113,SAN GABRIEL,RINA ROCIO QUINTERO ORTIZ,49740,0,rinarocio@hotmail.com,83,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6531109,-103.7120832
14DJN0419D,MATUTINO,LIBRADA MADRIGAL ORTEGA,NIGROMANTE,0,0,1,TECALITLAN,0,87,TECALITLAN,SARA ELENA RODRIGUEZ AVILA,49900,0,sarateca@live.com.mx,100,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.4632046,-103.3070729
14DJN0420T,MATUTINO,CLEMENTE OROZCO,AVENIDA 29,MIRAMAR,ALAMEDA,1,PUERTO VALLARTA,COAPINOLE,67,PUERTO VALLARTA,ROSALVA COPADO DELGADILLO,48290,2242477,14djn0420t@escuelas.sej.gob.mx,150,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6549923,-105.2123428
14DJN0421S,MATUTINO,FRANCISCO VILLA,EMILIANO ZAPATA 50 A,GONZALEZ GALLO,POTRERO LOS VILLA,21,SAN JOSE EL VERDE (EL VERDE),0,70,EL SALTO,ARACELI CRUZ CHAVEZ,45694,36973242,jardinfranciscovilla@hotmail.com,202,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5546581,-103.2786821
